19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	14	0	
0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	16	16	14	0	
0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	16	16	14	0	
0	0	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	14	0	
0	0	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	14	0	
0	0	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	0	0	
0	18	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	0	0	
0	18	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	0	0	
0	18	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	0	0	
0	18	6	6	6	6	6	6	6	6	6	6	16	16	16	16	16	5	0	
0	18	0	3	3	0	0	0	0	0	0	0	16	16	16	16	16	0	0	
0	18	0	13	13	13	13	13	13	13	13	0	16	16	16	16	16	0	0	
0	18	0	13	13	13	13	13	13	13	13	17	17	16	16	16	16	0	0	
0	18	0	13	13	13	13	13	13	13	13	2	16	16	16	16	16	2	2	
0	18	0	13	13	13	13	13	13	13	13	2	16	16	16	16	16	2	2	
0	18	0	0	0	10	2	2	2	2	8	8	16	16	16	16	16	8	2	
0	0	0	19	19	19	19	19	19	19	19	12	16	16	16	16	16	11	11	
0	0	0	19	19	19	19	19	19	19	19	8	8	8	9	8	8	8	2	
0	0	0	0	0	2	2	15	15	2	8	8	8	8	8	8	8	8	2	
